Season,Round,Date,TeamHome,Result,TeamAway,Stadium,Referee,PlayersHome,RatingHome,PotentialHome,PlayersAway,RatingAway,PotentialAway
2016,23,17/02/2017,Granada,4-1,Betis,Estadio Nuevo Los Carmenes,Ocón Arraiz,"[['Ochoa', 'Foulquier', 'Hongla', 'Ingason', 'Héctor Hernández', 'Gastón Silva', 'Andreas Pereira', 'Carcela', 'Wakaso', 'Agbo', 'Ramos'], ['Samper', 'Kone', 'Cuenca', 'Rui Silva', 'Ponce', 'Boga', 'Rubén Vezo']]","[[79, 71, 68, 71, 72, 72, 71, 78, 72, 72, 78], [74, 75, 73, 72, 72, 72, 75]]","[[79, 76, 76, 76, 77, 78, 79, 78, 73, 81, 78], [82, 75, 76, 80, 82, 82, 81]]","[['Adán', 'Piccini', 'Mandi', 'Toșca', 'Donk', 'Durmisi', 'Martin', 'Rubén Pardo', 'Petros', 'Rubén Castro', 'Álex Alegría'], ['Cejudo', 'Sanabria', 'Nahuel', 'Dani Giménez', 'Álex Martínez', 'Bruno', 'Brašanac']]","[[81, 76, 77, 67, 73, 72, 76, 77, 79, 81, 73], [76, 78, 72, 70, 73, 78, 73]]","[[81, 83, 82, 73, 73, 79, 78, 83, 80, 81, 80], [76, 88, 81, 70, 76, 82, 78]]"
2016,23,18/02/2017,Sporting de Gijón,1-4,Atlético de Madrid,El Molinón,González González,"[['Cuéllar', 'Lillo', 'Douglas', 'Amorebieta', 'Meré', 'Canella', 'Moi Gómez', 'Vesga', 'Sergio Álvarez', 'Burgui', 'Traoré'], ['Carlos Castro', 'Víctor', 'Čop', 'Nacho Cases', 'Echiéjilé', 'Xavi Torres', 'Whalley']]","[[75, 72, 72, 75, 78, 69, 74, 70, 77, 74, 75], [72, 76, 75, 74, 72, 71, 64]]","[[75, 73, 75, 75, 84, 69, 80, 77, 82, 80, 77], [78, 77, 77, 74, 72, 71, 69]]","[['Moyá', 'Vrsaljko', 'Savić', 'Lucas Hernández', 'Filipe Luís', 'Gabi', 'Koke', 'Correa', 'Carrasco', 'Griezmann', 'Fernando Torres'], ['Saúl', 'Thomas', 'Gameiro', 'André Moreira', 'Gaitán', 'Giménez', 'Caio']]","[[81, 78, 82, 76, 85, 82, 84, 79, 84, 88, 81], [80, 75, 83, 70, 85, 83, 66]]","[[81, 82, 86, 87, 85, 82, 88, 88, 88, 92, 81], [88, 82, 83, 80, 85, 88, 83]]"
2016,23,18/02/2017,Real Madrid,2-0,Espanyol,Estadio Santiago Bernabeu,Undiano Mallenco,"[['Casilla', 'Carvajal', 'Nacho', 'Varane', 'Pepe', 'Isco', 'Lucas Vázquez', 'Kovačić', 'Kroos', 'Morata', 'Cristiano Ronaldo'], ['Marcelo', 'Casemiro', 'Bale', 'Rubén Yáñez', 'James Rodríguez', 'Mariano', 'Asensio']]","[[80, 84, 80, 84, 88, 84, 82, 81, 88, 82, 94], [86, 83, 90, 67, 87, 74, 82]]","[[80, 87, 82, 91, 88, 88, 84, 87, 89, 86, 94], [86, 88, 90, 75, 92, 82, 89]]","[['Diego López', 'Diego Reyes', 'David López', 'Duarte', 'Aarón', 'Diop', 'Javi Fuego', 'Jurado', 'Piatti', 'Reyes', 'Gerard Moreno'], ['Hernán Pérez', 'Álvaro Vázquez', 'Roberto', 'Duarte', 'Víctor Álvarez', 'Caicedo', 'Marc Roca']]","[[82, 77, 77, 76, 73, 76, 79, 78, 78, 78, 77], [78, 73, 79, 76, 74, 77, 74]]","[[82, 83, 78, 77, 81, 76, 79, 78, 78, 78, 83], [78, 77, 79, 77, 80, 77, 83]]"
2016,23,18/02/2017,Deportivo de La Coruña,0-1,Alavés,Estadio Municipal de Riazor,Jaime Latre,"[['Lux', 'Juanfran', 'Sidnei', 'Albentosa', 'Luisinho', 'Borges', 'Guilherme', 'Çolak', 'Kakuta', 'Bruno Gama', 'Andone'], ['Fajr', 'Joselu', 'Carles Gil', 'Tytoń', 'Fernando Navarro', 'Mosquera', 'Arribas']]","[[75, 77, 79, 75, 76, 78, 76, 79, 77, 75, 78], [76, 76, 77, 76, 75, 77, 75]]","[[75, 77, 81, 76, 76, 78, 78, 81, 79, 75, 83], [76, 78, 82, 76, 75, 77, 77]]","[['Pacheco', 'Kiko Femenía', 'Feddal', 'Laguardia', 'Theo Hernández', 'Manu García', 'Camarasa', 'Marcos Llorente', 'Deyverson', 'Ibai Gómez', 'Toquero'], ['Alexis', 'Sobrino', 'Vigaray', 'Ortolà', 'Christian Santos', 'Romero', 'Dani Torres']]","[[77, 74, 77, 76, 74, 75, 76, 76, 76, 76, 72], [76, 70, 71, 69, 73, 76, 77]]","[[84, 77, 78, 78, 88, 75, 84, 86, 81, 76, 72], [76, 77, 79, 79, 73, 80, 79]]"
2016,23,18/02/2017,Sevilla,2-0,Eibar,Estadio Ramón Sánchez-Pizjuán,Álvarez Izquierdo,"[['Sergio Rico', 'Mercado', 'Rami', 'Lenglet', 'Escudero', 'Sarabia', ""N'Zonzi"", 'Nasri', 'Franco Vázquez', 'Jovetić', 'Ben Yedder'], ['Kranevitter', 'Vitolo', 'Mariano', 'David Soria', 'Carriço', 'Vietto', 'Correa']]","[[81, 76, 82, 75, 79, 79, 83, 83, 82, 80, 81], [77, 83, 79, 73, 81, 79, 74]]","[[86, 76, 82, 84, 80, 83, 83, 83, 82, 81, 84], [85, 83, 79, 81, 82, 86, 83]]","[['Yoel', 'Capa', 'Lejeune', 'Arbilla', 'Mauro dos Santos', 'Adrián', 'Pedro León', 'Fran Rico', 'Escalante', 'Rubén Peña', 'Sergi Enrich'], ['Nano', 'Luna', 'Bebé', 'Ramis', 'Rivera', 'Inui', 'Areitio']]","[[72, 76, 78, 73, 77, 75, 78, 77, 77, 74, 77], [72, 75, 76, 77, 67, 77, 65]]","[[72, 82, 82, 73, 78, 75, 78, 77, 84, 77, 79], [82, 79, 77, 77, 79, 77, 77]]"
2016,23,19/02/2017,Real Sociedad,0-1,Villarreal,Anoeta,Hernández Hernández,"[['Rulli', 'Odriozola', 'Raúl Navas', 'Iñigo Martínez', 'Yuri', 'Zurutuza', 'Xabi Prieto', 'Illarramendi', 'Oyarzabal', 'Carlos Vela', 'Juanmi'], ['Bautista', 'Canales', 'Concha', 'Toño Ramírez', 'Mikel González', 'Granero', 'Zaldúa']]","[[83, 63, 76, 81, 77, 78, 79, 79, 78, 72, 75], [67, 79, 70, 68, 76, 75, 73]]","[[90, 71, 77, 85, 80, 78, 79, 80, 85, 72, 82], [81, 83, 82, 69, 76, 75, 79]]","[['Asenjo', 'Mario Gaspar', 'Álvaro', 'Musacchio', 'Jaume Costa', 'Bruno Soriano', 'Manu Trigueros', 'Jonathan dos Santos', 'Bakambu', 'Cheryshev', 'Adrián López'], ['Samu Castillejo', 'Sansone', 'Rodri', 'Barbosa', 'José Ángel', 'Víctor Ruiz', 'Soldado']]","[[84, 81, 77, 83, 79, 84, 82, 80, 81, 79, 76], [81, 79, 68, 76, 74, 82, 78]]","[[85, 84, 79, 87, 79, 84, 85, 81, 85, 80, 76], [88, 82, 81, 76, 75, 83, 78]]"
2016,23,19/02/2017,Valencia,2-0,Athletic Club,Camp de Mestalla,Fernández Borbalán,"[['Diego Alves', 'Montoya', 'Garay', 'Siqueira', 'Mangala', 'Parejo', 'Enzo Pérez', 'Nani', 'Orellana', 'Zaza', 'Munir'], ['Carlos Soler', 'Bakkali', 'João Cancelo', 'Jaume', 'Mario Suárez', 'Abdennour', 'Lato']]","[[83, 77, 84, 76, 79, 82, 78, 83, 81, 79, 75], [74, 74, 79, 75, 79, 78, 68]]","[[83, 80, 84, 76, 82, 83, 78, 83, 81, 82, 82], [82, 82, 86, 79, 79, 80, 78]]","[['Iraizoz', 'De Marcos', 'Bóveda', 'Laporte', 'Saborit', 'Raúl García', 'Lekue', 'Iturraspe', 'San José', 'Eraso', 'Muniain'], ['Etxeita', 'Williams', 'Aduriz', 'Beñat', 'Susaeta', 'Mikel Rico', 'Remiro']]","[[77, 81, 77, 84, 69, 81, 74, 81, 81, 74, 78], [78, 80, 84, 82, 78, 75, 71]]","[[77, 82, 77, 88, 76, 81, 82, 82, 83, 76, 83], [78, 86, 84, 82, 78, 75, 81]]"
2016,23,19/02/2017,Celta de Vigo,3-0,Osasuna,Balaidos,Bikandi Garrido,"[['Rubén Blanco', 'Sergi Gómez', 'Jonny', 'Fontàs', 'Planas', 'Wass', 'Radoja', 'Marcelo Díaz', 'Pione Sisto', 'Bongonda', 'Rossi'], ['Iago Aspas', 'Hjulsager', 'Jozabed', 'Sergio Álvarez', 'Pape Cheikh', 'Cabral', 'Señé']]","[[74, 77, 77, 78, 75, 80, 78, 80, 74, 78, 79], [83, 66, 77, 77, 66, 80, 70]]","[[83, 85, 83, 80, 79, 81, 83, 80, 83, 84, 79], [83, 76, 81, 77, 79, 80, 73]]","[['Sirigu', 'Vujadinović', 'Oier', 'David García', 'Clerc', 'De las Cuevas', 'Berenguer', 'Roberto Torres', 'Čaušić', 'Oriol Riera', 'Sergio León'], ['Rivière', 'Kodro', 'Fran Mérida', 'Mario', 'Unai García', 'Fuentes', 'Raoul Loé']]","[[82, 69, 74, 75, 72, 74, 73, 77, 71, 73, 75], [70, 69, 74, 69, 72, 72, 72]]","[[82, 69, 74, 82, 77, 74, 83, 78, 77, 73, 75], [72, 77, 76, 71, 78, 73, 72]]"
2016,23,19/02/2017,Barcelona,2-1,Leganés,Camp Nou,Iglesias Villanueva,"[['Ter Stegen', 'Sergi Roberto', 'Mathieu', 'Umtiti', 'Digne', 'André Gomes', 'Rafinha', 'Rakitić', 'Neymar', 'Messi', 'Luis Suárez'], ['Denis Suárez', 'Jordi Alba', 'Iniesta', 'Cillessen', 'Piqué', 'Alcácer', 'Aleñá']]","[[83, 80, 81, 82, 79, 83, 80, 87, 92, 93, 92], [80, 86, 88, 81, 87, 79, 69]]","[[88, 85, 81, 87, 84, 89, 85, 87, 95, 93, 92], [87, 87, 88, 83, 87, 85, 84]]","[['Herrerín', 'Tito', 'Siovas', 'Mantovani', 'Diego Rico', 'Morán', 'Gabriel', 'Alberto', 'Szymanowski', 'Guerrero', 'El Zhar'], ['Machís', 'Unai López', 'Insua', 'Champagne', 'Bueno', 'Víctor Díaz', 'Luciano']]","[[76, 74, 75, 76, 75, 71, 77, 72, 77, 73, 77], [73, 72, 75, 70, 74, 74, 74]]","[[76, 74, 75, 76, 81, 77, 82, 75, 77, 76, 77], [79, 79, 80, 70, 74, 74, 79]]"
2016,23,20/02/2017,Málaga,2-1,Las Palmas,La Rosaleda,Sánchez Martínez,"[['Kameni', 'Rosales', 'Luis Hernández', 'Demichelis', 'Pablo Fornals', 'José Rodríguez', 'Keko', 'Camacho', 'Chori Castro', 'Juankar', 'Charles'], ['Llorente', 'Miguel Torres', 'Michael Santos', 'Boyko', 'Peñaranda', 'Duda', 'Jony']]","[[81, 77, 77, 78, 77, 75, 79, 81, 82, 73, 77], [78, 75, 72, 78, 75, 72, 78]]","[[81, 77, 78, 78, 86, 80, 82, 84, 82, 74, 77], [86, 75, 78, 78, 85, 72, 81]]","[['Javi Varas', 'David Simón', 'Lemos', 'Bigas', 'Dani Castellano', 'Halilović', 'Roque Mesa', 'Vicente Gómez', 'Jesé', 'Jonathan Viera', 'Boateng'], ['Tana', 'Javi Castellano', 'Mateo García', 'Lizoain', 'David García', 'Aythami', 'Hélder Lopes']]","[[78, 74, 77, 78, 74, 77, 82, 79, 79, 82, 80], [76, 73, 70, 73, 77, 76, 72]]","[[78, 75, 85, 81, 74, 88, 82, 79, 86, 82, 80], [79, 73, 82, 75, 77, 76, 72]]"
2016,16,22/02/2017,Valencia,2-1,Real Madrid,Camp de Mestalla,De Burgos Bengoetxea,"[['Diego Alves', 'João Cancelo', 'Garay', 'Mangala', 'Gayà', 'Parejo', 'Enzo Pérez', 'Nani', 'Orellana', 'Zaza', 'Munir'], ['Mario Suárez', 'Carlos Soler', 'Siqueira', 'Jaume', 'Bakkali', 'Medrán', 'Abdennour']]","[[83, 79, 84, 79, 79, 82, 78, 83, 81, 79, 75], [79, 70, 76, 75, 74, 77, 78]]","[[83, 86, 84, 82, 84, 83, 78, 83, 81, 82, 81], [79, 80, 76, 79, 82, 84, 80]]","[['Keylor Navas', 'Carvajal', 'Varane', 'Sergio Ramos', 'Marcelo', 'Modrić', 'Casemiro', 'James Rodríguez', 'Kroos', 'Benzema', 'Cristiano Ronaldo'], ['Nacho', 'Bale', 'Lucas Vázquez', 'Casilla', 'Kovačić', 'Morata', 'Isco']]","[[85, 83, 84, 89, 86, 89, 83, 87, 88, 87, 94], [80, 90, 81, 80, 81, 82, 84]]","[[85, 86, 91, 89, 86, 89, 88, 92, 89, 87, 94], [82, 90, 84, 80, 87, 86, 88]]"
2016,24,24/02/2017,Las Palmas,0-1,Real Sociedad,Estadio de Gran Canaria,Martínez Munuera,"[['Javi Varas', 'David Simón', 'Bigas', 'Aythami', 'Hélder Lopes', 'Tana', 'Roque Mesa', 'Vicente Gómez', 'Jonathan Viera', 'Jesé', 'Boateng'], ['Halilović', 'Mateo García', 'Lizoain', 'Lemos', 'David García', 'Momo', 'Hernán']]","[[78, 74, 78, 76, 72, 76, 82, 79, 82, 79, 80], [77, 70, 73, 77, 77, 73, 72]]","[[78, 75, 81, 76, 72, 79, 82, 79, 82, 86, 80], [88, 82, 75, 85, 77, 73, 75]]","[['Rulli', 'Odriozola', 'Raúl Navas', 'Iñigo Martínez', 'Yuri', 'Zurutuza', 'Xabi Prieto', 'Illarramendi', 'Oyarzabal', 'Carlos Vela', 'Juanmi'], ['Canales', 'Bautista', 'Toño Ramírez', 'Mikel González', 'Granero', 'Zaldúa', 'Concha']]","[[83, 63, 76, 81, 77, 78, 79, 79, 78, 72, 75], [79, 67, 68, 76, 75, 73, 70]]","[[90, 71, 77, 85, 80, 78, 79, 80, 85, 72, 82], [83, 81, 69, 76, 75, 79, 82]]"
2016,24,25/02/2017,Alavés,2-1,Valencia,Mendizorrotza,Melero López,"[['Pacheco', 'Kiko Femenía', 'Feddal', 'Laguardia', 'Theo Hernández', 'Manu García', 'Camarasa', 'Marcos Llorente', 'Ibai Gómez', 'Christian Santos', 'Toquero'], ['Katai', 'Sobrino', 'Romero', 'Ortolà', 'Alexis', 'Vigaray', 'Krstičić']]","[[77, 74, 77, 76, 74, 75, 76, 76, 76, 73, 72], [74, 70, 76, 69, 76, 71, 72]]","[[84, 77, 78, 78, 88, 75, 84, 86, 76, 73, 72], [77, 77, 80, 79, 76, 79, 75]]","[['Diego Alves', 'João Cancelo', 'Garay', 'Abdennour', 'Siqueira', 'Carlos Soler', 'Parejo', 'Mario Suárez', 'Orellana', 'Zaza', 'Munir'], ['Nacho Gil', 'Enzo Pérez', 'Bakkali', 'Jaume', 'Mangala', 'Medrán', 'Lato']]","[[83, 79, 84, 78, 76, 74, 82, 79, 81, 79, 75], [65, 78, 74, 75, 79, 77, 68]]","[[83, 86, 84, 80, 76, 82, 83, 79, 81, 82, 82], [71, 78, 82, 79, 82, 84, 78]]"
2016,24,25/02/2017,Betis,1-2,Sevilla,Benito Villamarín,Del Cerro Grande,"[['Adán', 'Piccini', 'Mandi', 'Toșca', 'Pezzella', 'Durmisi', 'Dani Ceballos', 'Rubén Pardo', 'Petros', 'Sanabria', 'Rubén Castro'], ['Felipe Gutiérrez', 'Álex Alegría', 'Martin', 'Dani Giménez', 'Álex Martínez', 'Bruno', 'Cejudo']]","[[81, 76, 77, 67, 77, 72, 77, 77, 79, 78, 81], [76, 73, 76, 70, 73, 78, 76]]","[[81, 83, 82, 73, 83, 79, 85, 83, 80, 88, 81], [79, 80, 78, 70, 76, 82, 76]]","[['Sergio Rico', 'Mercado', 'Rami', 'Pareja', 'Escudero', 'Sarabia', ""N'Zonzi"", 'Nasri', 'Franco Vázquez', 'Vitolo', 'Jovetić'], ['Correa', 'Ben Yedder', 'Iborra', 'David Soria', 'Mariano', 'Kranevitter', 'Carriço']]","[[81, 76, 82, 72, 79, 79, 83, 83, 82, 83, 80], [74, 81, 82, 73, 79, 77, 81]]","[[86, 76, 82, 72, 80, 83, 83, 83, 82, 83, 81], [83, 84, 82, 81, 79, 85, 82]]"
2016,24,25/02/2017,Leganés,4-0,Deportivo de La Coruña,Estadio Municipal de Butarque,Munuera Montero,"[['Herrerín', 'Tito', 'Siovas', 'Mantovani', 'Diego Rico', 'Rubén Pérez', 'Morán', 'Gabriel', 'Szymanowski', 'Guerrero', 'El Zhar'], ['Bueno', 'Samu García', 'Unai López', 'Champagne', 'Bustinza', 'Machís', 'Luciano']]","[[76, 74, 75, 76, 75, 76, 71, 77, 77, 73, 77], [74, 78, 72, 70, 72, 73, 74]]","[[76, 74, 75, 76, 81, 77, 77, 82, 77, 76, 77], [74, 79, 79, 70, 76, 79, 79]]","[['Lux', 'Juanfran', 'Sidnei', 'Albentosa', 'Fernando Navarro', 'Guilherme', 'Carles Gil', 'Çolak', 'Mosquera', 'Kakuta', 'Joselu'], ['Andone', 'Fajr', 'Luisinho', 'Tytoń', 'Álex Bergantiños', 'Arribas', 'John']]","[[75, 77, 79, 75, 75, 76, 77, 79, 77, 77, 76], [78, 76, 76, 76, 73, 75, 73]]","[[75, 77, 81, 76, 75, 78, 82, 81, 77, 79, 78], [83, 76, 76, 76, 73, 77, 78]]"
2016,24,25/02/2017,Eibar,3-0,Málaga,Estadio Municipal de Ipurua,Estrada Fernández,"[['Yoel', 'Capa', 'Lejeune', 'Arbilla', 'Ramis', 'Adrián', 'Pedro León', 'Dani García', 'Inui', 'Escalante', 'Sergi Enrich'], ['Mauro dos Santos', 'Rivera', 'Bebé', 'Rubén Peña', 'Luna', 'Dorrio', 'Areitio']]","[[72, 76, 78, 73, 77, 75, 78, 79, 77, 77, 77], [77, 67, 76, 74, 75, 61, 65]]","[[72, 82, 82, 73, 77, 75, 78, 81, 77, 84, 79], [78, 79, 77, 77, 79, 68, 77]]","[['Kameni', 'Rosales', 'Luis Hernández', 'Llorente', 'Miguel Torres', 'Pablo Fornals', 'Jony', 'Keko', 'Duda', 'Juankar', 'Michael Santos'], ['Charles', 'Ontiveros', 'Villanueva', 'Boyko', 'Demichelis', 'Chori Castro', 'Peñaranda']]","[[81, 77, 77, 78, 75, 77, 78, 79, 72, 73, 72], [77, 70, 75, 78, 78, 82, 75]]","[[81, 77, 78, 86, 75, 86, 81, 82, 72, 74, 78], [77, 83, 80, 78, 78, 82, 85]]"
2016,24,26/02/2017,Espanyol,3-0,Osasuna,Power8 Stadium,Clos Gómez,"[['Diego López', 'Navarro', 'Diego Reyes', 'David López', 'Duarte', 'Aarón', 'Hernán Pérez', 'Jurado', 'Piatti', 'Caicedo', 'Gerard Moreno'], ['Melendo', 'Marc Roca', 'Reyes', 'Roberto', 'Javi López', 'Javi Fuego', 'Álvaro Vázquez']]","[[82, 65, 77, 77, 76, 73, 78, 78, 78, 77, 77], [65, 74, 78, 79, 77, 79, 73]]","[[82, 75, 83, 78, 77, 81, 78, 78, 78, 77, 83], [79, 83, 78, 79, 77, 79, 77]]","[['Sirigu', 'Vujadinović', 'Oier', 'David García', 'Clerc', 'Raoul Loé', 'De las Cuevas', 'Jaime', 'Čaušić', 'Kodro', 'Rivière'], ['Fran Mérida', 'Unai García', 'Berenguer', 'Mario', 'Sergio León', 'Oriol Riera', 'Roberto Torres']]","[[82, 69, 74, 75, 72, 72, 74, 71, 71, 69, 70], [74, 72, 73, 69, 75, 73, 77]]","[[82, 69, 74, 82, 77, 72, 74, 72, 77, 77, 72], [76, 78, 83, 71, 75, 73, 78]]"
2016,24,26/02/2017,Atlético de Madrid,1-2,Barcelona,Vicente Calderón,Mateu Lahoz,"[['Oblak', 'Vrsaljko', 'Savić', 'Godín', 'Filipe Luís', 'Gabi', 'Saúl', 'Koke', 'Gameiro', 'Carrasco', 'Griezmann'], ['Fernando Torres', 'Correa', 'Moyá', 'Lucas Hernández', 'Thomas', 'Gaitán', 'Giménez']]","[[87, 78, 82, 88, 85, 82, 80, 84, 83, 84, 88], [81, 79, 81, 76, 75, 85, 83]]","[[91, 82, 86, 88, 85, 82, 88, 88, 83, 88, 92], [81, 88, 81, 87, 82, 85, 88]]","[['Ter Stegen', 'Sergi Roberto', 'Mathieu', 'Umtiti', 'Piqué', 'Rafinha', 'Iniesta', 'Busquets', 'Neymar', 'Messi', 'Luis Suárez'], ['Rakitić', 'André Gomes', 'Digne', 'Cillessen', 'Denis Suárez', 'Alcácer', 'Jordi Alba']]","[[83, 80, 81, 82, 87, 80, 88, 86, 92, 93, 92], [87, 83, 79, 81, 80, 79, 86]]","[[88, 85, 81, 87, 87, 85, 88, 87, 95, 93, 92], [87, 89, 84, 83, 87, 85, 87]]"
2016,24,26/02/2017,Athletic Club,3-1,Granada,San Mamés,Trujillo Suárez,"[['Iraizoz', 'Bóveda', 'Yeray', 'Balenziaga', 'Saborit', 'Lekue', 'Susaeta', 'Beñat', 'San José', 'Williams', 'Muniain'], ['Etxeita', 'Mikel Rico', 'Sabin Merino', 'Elustondo', 'Iturraspe', 'Villalibre', 'Remiro']]","[[77, 77, 77, 79, 69, 74, 78, 82, 81, 80, 78], [78, 75, 74, 74, 81, 68, 71]]","[[77, 77, 83, 79, 76, 82, 78, 82, 83, 86, 83], [78, 75, 77, 74, 82, 80, 81]]","[['Ochoa', 'Foulquier', 'Hongla', 'Ingason', 'Héctor Hernández', 'Gastón Silva', 'Andreas Pereira', 'Carcela', 'Wakaso', 'Agbo', 'Ramos'], ['Boga', 'Samper', 'Ponce', 'Rui Silva', 'Rubén Vezo', 'Cuenca', 'Angban']]","[[79, 71, 60, 71, 72, 72, 71, 78, 72, 72, 78], [72, 74, 72, 72, 75, 73, 70]]","[[79, 76, 67, 76, 77, 78, 79, 78, 73, 81, 78], [82, 82, 82, 80, 81, 76, 78]]"
2016,24,26/02/2017,Sporting de Gijón,1-1,Celta de Vigo,El Molinón,De Burgos Bengoetxea,"[['Cuéllar', 'Douglas', 'Amorebieta', 'Meré', 'Canella', 'Moi Gómez', 'Vesga', 'Carmona', 'Sergio Álvarez', 'Burgui', 'Traoré'], ['Čop', 'Xavi Torres', 'Lillo', 'Víctor', 'Carlos Castro', 'Nacho Cases', 'Whalley']]","[[75, 72, 75, 78, 69, 74, 70, 72, 77, 74, 75], [75, 71, 72, 76, 72, 74, 64]]","[[75, 75, 75, 84, 69, 80, 77, 72, 82, 80, 77], [77, 71, 73, 77, 78, 74, 69]]","[['Rubén Blanco', 'Roncaglia', 'Sergi Gómez', 'Fontàs', 'Planas', 'Señé', 'Jozabed', 'Radoja', 'Marcelo Díaz', 'Bongonda', 'Rossi'], ['Beauvue', 'Pablo Hernández', 'Iago Aspas', 'Sergio Álvarez', 'Pape Cheikh', 'Lemos', 'Hjulsager']]","[[74, 77, 77, 78, 75, 70, 77, 78, 80, 78, 79], [74, 80, 83, 77, 66, 69, 66]]","[[83, 77, 85, 80, 79, 73, 81, 83, 80, 84, 79], [74, 80, 83, 82, 79, 77, 76]]"
2016,24,26/02/2017,Villarreal,2-3,Real Madrid,Estadio de la Cerámica,Gil Manzano,"[['Asenjo', 'Mario Gaspar', 'Víctor Ruiz', 'Musacchio', 'Jaume Costa', 'Bruno Soriano', 'Manu Trigueros', 'Jonathan dos Santos', 'Samu Castillejo', 'Bakambu', 'Adrián López'], ['Andrés Fernández', 'Rodri', 'Cheryshev', 'Soldado', 'Álvaro', 'Soriano', 'Rukavina']]","[[84, 81, 82, 83, 79, 84, 82, 80, 81, 81, 76], [76, 68, 79, 78, 77, 80, 77]]","[[85, 84, 83, 87, 79, 84, 85, 81, 88, 85, 76], [76, 81, 80, 78, 79, 83, 77]]","[['Keylor Navas', 'Carvajal', 'Sergio Ramos', 'Pepe', 'Marcelo', 'Modrić', 'Casemiro', 'Kroos', 'Bale', 'Benzema', 'Cristiano Ronaldo'], ['Morata', 'Lucas Vázquez', 'Isco', 'Casilla', 'Nacho', 'James Rodríguez', 'Kovačić']]","[[85, 84, 89, 88, 86, 89, 83, 88, 90, 86, 94], [82, 82, 84, 80, 80, 87, 81]]","[[85, 87, 89, 88, 86, 89, 88, 89, 90, 86, 94], [86, 84, 88, 80, 82, 92, 87]]"
2016,25,28/02/2017,Real Sociedad,2-2,Eibar,Anoeta,Undiano Mallenco,"[['Rulli', 'Odriozola', 'Raúl Navas', 'Iñigo Martínez', 'Yuri', 'Zurutuza', 'Xabi Prieto', 'Illarramendi', 'Oyarzabal', 'Carlos Vela', 'Juanmi'], ['Canales', 'Granero', 'Toño Ramírez', 'Mikel González', 'Zaldúa', 'Concha', 'Bautista']]","[[83, 64, 76, 81, 77, 78, 79, 79, 78, 72, 75], [79, 75, 68, 76, 73, 70, 67]]","[[90, 72, 77, 85, 80, 78, 79, 80, 85, 72, 82], [83, 75, 69, 76, 79, 82, 81]]","[['Yoel', 'Lejeune', 'Arbilla', 'Ramis', 'Luna', 'Pedro León', 'Dani García', 'Inui', 'Rivera', 'Escalante', 'Rubén Peña'], ['Sergi Enrich', 'Mauro dos Santos', 'Bebé', 'Gálvez', 'Adrián', 'Dorrio', 'Areitio']]","[[72, 78, 73, 77, 75, 78, 79, 77, 67, 77, 74], [77, 77, 76, 76, 75, 63, 65]]","[[72, 82, 73, 77, 79, 78, 81, 77, 79, 84, 77], [79, 78, 77, 77, 75, 70, 77]]"
2016,25,28/02/2017,Málaga,1-2,Betis,La Rosaleda,Hernández Hernández,"[['Kameni', 'Luis Hernández', 'Demichelis', 'Miguel Torres', 'Pablo Fornals', 'Keko', 'Chori Castro', 'Juankar', 'Camacho', 'José Rodríguez', 'Charles'], ['En-Nesyri', 'Ontiveros', 'Jony', 'Boyko', 'Llorente', 'Michael Santos', 'Duda']]","[[81, 77, 78, 75, 77, 79, 82, 73, 81, 75, 77], [70, 70, 78, 78, 78, 72, 72]]","[[81, 78, 78, 75, 86, 82, 82, 74, 84, 80, 77], [82, 83, 81, 78, 86, 78, 72]]","[['Adán', 'Rafa Navarro', 'Toșca', 'Pezzella', 'Bruno', 'Álex Martínez', 'Brašanac', 'Martin', 'Rubén Pardo', 'Felipe Gutiérrez', 'Sanabria'], ['Cejudo', 'Dani Ceballos', 'Álex Alegría', 'Dani Giménez', 'Petros', 'Durmisi', 'Mandi']]","[[81, 70, 67, 77, 78, 73, 73, 76, 77, 76, 78], [76, 77, 73, 70, 79, 72, 77]]","[[81, 80, 73, 83, 82, 76, 78, 78, 83, 79, 88], [76, 85, 80, 70, 80, 79, 82]]"
2016,25,28/02/2017,Valencia,1-0,Leganés,Camp de Mestalla,Bikandi Garrido,"[['Diego Alves', 'João Cancelo', 'Garay', 'Mangala', 'Gayà', 'Carlos Soler', 'Parejo', 'Enzo Pérez', 'Zaza', 'Bakkali', 'Munir'], ['Nacho Gil', 'Lato', 'Jaume', 'Aderlan Santos', 'Mario Suárez', 'Medrán', 'Rafa Mir']]","[[83, 79, 84, 79, 79, 74, 82, 78, 79, 74, 75], [65, 69, 75, 76, 79, 77, 66]]","[[83, 86, 84, 82, 84, 82, 83, 78, 82, 82, 82], [71, 79, 79, 77, 79, 84, 78]]","[['Herrerín', 'Víctor Díaz', 'Siovas', 'Insua', 'Adrián Marín', 'Rubén Pérez', 'Unai López', 'Alberto', 'Samu García', 'Bueno', 'Machís'], ['Tito', 'Guerrero', 'El Zhar', 'Champagne', 'Bustinza', 'Mantovani', 'Luciano']]","[[76, 74, 75, 75, 72, 76, 72, 72, 78, 73, 73], [74, 73, 77, 70, 72, 76, 74]]","[[76, 74, 75, 80, 82, 77, 79, 75, 79, 73, 79], [74, 76, 77, 70, 76, 76, 79]]"
